h	c	b	a	f	g	e	d	class
15.0	0.16	0.415	0.52	0.142	0.26	0.2105	0.595	I
12.0	0.13	0.365	0.475	0.114	0.1475	0.1905	0.4805	F
10.0	0.11	0.315	0.41	0.0655	0.095	0.1255	0.321	F
6.0	0.065	0.2	0.26	0.027	0.03	0.044	0.096	M
13.0	0.17	0.45	0.575	0.2145	0.26	0.358	0.9315	I
14.0	0.155	0.435	0.565	0.168	0.285	0.2715	0.782	I
6.0	0.075	0.19	0.26	0.02	0.03	0.0445	0.0945	M
10.0	0.125	0.385	0.53	0.151	0.18	0.289	0.6695	F
9.0	0.095	0.255	0.34	0.034	0.07	0.081	0.213	M
11.0	0.14	0.38	0.52	0.115	0.185	0.1775	0.525	I
18.0	0.18	0.5	0.635	0.2485	0.485	0.529	1.312	F
11.0	0.165	0.485	0.61	0.232	0.38	0.4255	1.087	F
16.0	0.18	0.515	0.66	0.3365	0.555	0.54	1.523	F
16.0	0.18	0.5	0.635	0.292	0.49	0.5485	1.319	I
14.0	0.135	0.38	0.465	0.1095	0.22	0.208	0.579	F
23.0	0.16	0.4	0.515	0.156	0.3	0.2515	0.8175	M
9.0	0.095	0.24	0.335	0.039	0.055	0.062	0.17	I
16.0	0.17	0.4	0.515	0.1755	0.28	0.258	0.796	F
9.0	0.1	0.255	0.345	0.051	0.06	0.071	0.197	F
13.0	0.125	0.355	0.465	0.135	0.145	0.2025	0.5255	M
10.0	0.17	0.415	0.54	0.208	0.255	0.339	0.879	M
9.0	0.125	0.355	0.475	0.107	0.145	0.186	0.4625	M
11.0	0.14	0.335	0.445	0.114	0.14	0.1785	0.4565	F
9.0	0.14	0.355	0.5	0.149	0.14	0.2125	0.528	M
12.0	0.135	0.38	0.5	0.1265	0.18	0.2295	0.5835	M
14.0	0.17	0.435	0.55	0.1645	0.28	0.2875	0.884	F
6.0	0.08	0.205	0.275	0.0185	0.03	0.036	0.096	I
7.0	0.09	0.265	0.35	0.0415	0.06	0.0745	0.1855	F
9.0	0.105	0.285	0.37	0.0585	0.0835	0.1125	0.27	F
10.0	0.125	0.33	0.42	0.11	0.145	0.186	0.463	F
10.0	0.09	0.26	0.35	0.056	0.06	0.0725	0.198	M
9.0	0.105	0.305	0.395	0.065	0.096	0.0975	0.282	M
8.0	0.08	0.2	0.325	0.0225	0.032	0.0395	0.0995	I
5.0	0.065	0.2	0.275	0.0235	0.027	0.0385	0.092	I
6.0	0.065	0.17	0.235	0.014	0.022	0.023	0.0625	I
5.0	0.06	0.18	0.25	0.017	0.0225	0.028	0.073	I
5.0	0.065	0.185	0.25	0.0185	0.0225	0.027	0.071	I
4.0	0.05	0.145	0.2	0.008	0.011	0.0125	0.036	I
20.0	0.17	0.47	0.585	0.2325	0.358	0.3975	1.099	F
14.0	0.14	0.35	0.445	0.158	0.19	0.2025	0.5905	M
13.0	0.13	0.385	0.5	0.095	0.27	0.2625	0.768	F
8.0	0.08	0.325	0.44	0.1015	0.13	0.144	0.413	M
17.0	0.14	0.405	0.515	0.146	0.315	0.312	0.8505	M
11.0	0.14	0.405	0.52	0.137	0.215	0.276	0.6915	F
11.0	0.13	0.39	0.5	0.168	0.18	0.275	0.709	M
9.0	0.12	0.325	0.425	0.1065	0.105	0.142	0.3755	M
16.0	0.14	0.415	0.51	0.2155	0.235	0.3025	0.8185	M
8.0	0.08	0.275	0.37	0.0625	0.07	0.093	0.227	F
13.0	0.13	0.415	0.54	0.226	0.24	0.272	0.8245	M
11.0	0.17	0.475	0.615	0.2895	0.24	0.474	1.1825	M
20.0	0.175	0.44	0.565	0.2	0.375	0.393	1.122	M
14.0	0.175	0.515	0.645	0.384	0.385	0.6745	1.6115	M
14.0	0.175	0.47	0.615	0.343	0.32	0.5135	1.2985	F
14.0	0.145	0.49	0.605	0.3285	0.31	0.517	1.3	M
12.0	0.165	0.455	0.59	0.2455	0.28	0.38	1.161	F
18.0	0.155	0.485	0.645	0.312	0.38	0.5915	1.489	M
13.0	0.155	0.42	0.57	0.193	0.34	0.377	1.008	M
8.0	0.18	0.355	0.47	0.1165	0.135	0.1525	0.441	F
14.0	0.155	0.44	0.5	0.2005	0.2115	0.2025	0.742	F
13.0	0.145	0.425	0.52	0.1905	0.24	0.207	0.7	F
8.0	0.095	0.285	0.39	0.06	0.08	0.11	0.271	M
12.0	0.165	0.4	0.52	0.201	0.21	0.2745	0.8565	M
14.0	0.175	0.415	0.54	0.241	0.275	0.275	0.8975	F
14.0	0.135	0.36	0.46	0.107	0.235	0.1955	0.6105	M
8.0	0.09	0.26	0.355	0.038	0.065	0.077	0.1925	I
13.0	0.145	0.4	0.49	0.1295	0.2515	0.21	0.6635	F
11.0	0.185	0.51	0.63	0.349	0.3065	0.5115	1.235	F
14.0	0.145	0.385	0.5	0.195	0.204	0.246	0.7615	M
15.0	0.135	0.39	0.49	0.096	0.1835	0.242	0.592	M
7.0	0.115	0.325	0.44	0.087	0.113	0.163	0.39	M
10.0	0.165	0.395	0.515	0.17	0.3205	0.1905	0.7565	F
11.0	0.145	0.38	0.475	0.118	0.187	0.167	0.57	F
8.0	0.1	0.31	0.42	0.0735	0.085	0.115	0.2865	I
9.0	0.13	0.305	0.4	0.0675	0.105	0.096	0.2935	M
12.0	0.16	0.36	0.45	0.1245	0.225	0.174	0.567	M
15.0	0.13	0.4	0.52	0.2065	0.17	0.215	0.6245	F
12.0	0.155	0.4	0.505	0.1775	0.285	0.2715	0.8415	M
15.0	0.14	0.4	0.495	0.18	0.25	0.2015	0.7775	M
19.0	0.145	0.41	0.54	0.213	0.355	0.2815	0.989	M
12.0	0.125	0.39	0.48	0.155	0.2	0.219	0.6905	F
9.0	0.08	0.26	0.33	0.05	0.07	0.0625	0.2	F
5.0	0.07	0.21	0.285	0.0265	0.033	0.044	0.109	I
6.0	0.075	0.23	0.3	0.03	0.0345	0.052	0.127	I
6.0	0.105	0.24	0.31	0.065	0.083	0.118	0.2885	I
6.0	0.075	0.255	0.34	0.04	0.0525	0.0745	0.18	I
7.0	0.075	0.3	0.375	0.03	0.044	0.059	0.144	I
7.0	0.1	0.325	0.415	0.1065	0.114	0.2285	0.4665	I
6.0	0.105	0.315	0.415	0.0705	0.095	0.1405	0.33	I
6.0	0.09	0.315	0.415	0.0835	0.093	0.175	0.3625	I
8.0	0.1	0.32	0.42	0.05	0.0945	0.1745	0.34	I
6.0	0.105	0.31	0.425	0.0825	0.105	0.159	0.365	I
8.0	0.11	0.375	0.465	0.113	0.1505	0.21	0.5	M
8.0	0.135	0.35	0.465	0.1445	0.175	0.259	0.6265	F
8.0	0.11	0.37	0.47	0.115	0.163	0.25	0.5555	I
8.0	0.12	0.375	0.47	0.1455	0.135	0.2765	0.6015	F
10.0	0.12	0.365	0.475	0.0975	0.1625	0.2505	0.53	I
7.0	0.135	0.37	0.48	0.1015	0.161	0.3445	0.6315	M
8.0	0.13	0.4	0.5	0.16	0.211	0.37	0.7715	M
7.0	0.185	0.39	0.505	0.142	0.172	0.267	0.6125	I
9.0	0.19	0.425	0.525	0.1725	0.199	0.4625	0.872	M
9.0	0.12	0.42	0.54	0.1455	0.2235	0.392	0.8115	M
11.0	0.15	0.45	0.545	0.15	0.2625	0.387	0.8795	M
9.0	0.15	0.44	0.565	0.2355	0.2485	0.4475	0.983	F
11.0	0.18	0.46	0.58	0.277	0.325	0.48	1.145	M
9.0	0.16	0.455	0.59	0.2215	0.292	0.5	1.09	M
9.0	0.16	0.48	0.59	0.2725	0.335	0.5685	1.262	M
10.0	0.185	0.49	0.595	0.2015	0.361	0.482	1.185	M
9.0	0.135	0.475	0.6	0.191	0.3175	0.5885	1.4405	F
8.0	0.155	0.5	0.6	0.2835	0.35	0.6235	1.332	F
9.0	0.165	0.485	0.6	0.2175	0.288	0.587	1.1405	F
10.0	0.175	0.475	0.605	0.275	0.309	0.5395	1.201	M
10.0	0.155	0.49	0.625	0.259	0.33	0.6675	1.33	F
10.0	0.185	0.5	0.63	0.3125	0.384	0.5785	1.362	M
12.0	0.195	0.585	0.64	0.331	0.471	0.7225	1.647	M
11.0	0.18	0.5	0.64	0.314	0.431	0.593	1.4995	F
12.0	0.165	0.545	0.655	0.299	0.513	0.6555	1.6225	F
11.0	0.215	0.525	0.66	0.3615	0.4065	0.6725	1.786	I
15.0	0.2	0.535	0.66	0.318	0.54	0.733	1.791	M
13.0	0.205	0.555	0.675	0.358	0.4535	0.713	1.925	F
13.0	0.175	0.55	0.675	0.371	0.474	0.694	1.689	F
9.0	0.18	0.55	0.69	0.2655	0.4395	0.8715	1.659	F
14.0	0.2	0.53	0.695	0.4195	0.6095	0.75	2.0475	F
10.0	0.19	0.525	0.7	0.365	0.43	0.707	1.6015	F
10.0	0.165	0.57	0.73	0.418	0.435	1.0685	2.0165	F
4.0	0.065	0.15	0.205	0.011	0.013	0.02	0.04	I
4.0	0.07	0.17	0.225	0.013	0.016	0.024	0.0565	I
5.0	0.05	0.18	0.23	0.0135	0.02	0.0215	0.064	I
4.0	0.07	0.195	0.275	0.022	0.0255	0.0345	0.0875	I
5.0	0.055	0.21	0.28	0.0265	0.031	0.0415	0.106	I
5.0	0.08	0.22	0.28	0.024	0.03	0.066	0.1315	I
6.0	0.07	0.22	0.295	0.0275	0.035	0.0515	0.126	I
6.0	0.075	0.225	0.31	0.037	0.0365	0.065	0.155	I
7.0	0.07	0.235	0.315	0.0325	0.047	0.058	0.149	I
7.0	0.07	0.265	0.34	0.0395	0.07	0.0625	0.185	I
6.0	0.08	0.29	0.37	0.0565	0.07	0.108	0.2545	I
6.0	0.085	0.285	0.38	0.0405	0.07	0.115	0.237	I
7.0	0.1	0.295	0.39	0.059	0.08	0.1155	0.279	I
6.0	0.065	0.31	0.405	0.066	0.088	0.1575	0.3205	I
7.0	0.1	0.325	0.415	0.0715	0.095	0.1445	0.3335	I
7.0	0.11	0.335	0.44	0.0835	0.111	0.175	0.3885	I
6.0	0.115	0.345	0.44	0.111	0.1305	0.269	0.545	I
6.0	0.1	0.325	0.44	0.0865	0.11	0.185	0.4165	I
7.0	0.12	0.355	0.44	0.11	0.125	0.231	0.495	I
6.0	0.125	0.35	0.45	0.089	0.118	0.2235	0.4775	I
8.0	0.12	0.35	0.45	0.1065	0.1325	0.2005	0.468	I
7.0	0.12	0.35	0.455	0.1045	0.1375	0.1945	0.4555	F
6.0	0.115	0.35	0.46	0.1115	0.1165	0.2025	0.46	F
7.0	0.12	0.345	0.46	0.0885	0.107	0.198	0.4155	I
6.0	0.115	0.345	0.46	0.102	0.111	0.1895	0.4215	I
7.0	0.11	0.355	0.465	0.1005	0.12	0.23	0.474	I
9.0	0.105	0.34	0.465	0.1035	0.1225	0.231	0.486	M
7.0	0.11	0.385	0.475	0.1025	0.136	0.311	0.5735	I
8.0	0.105	0.355	0.475	0.1115	0.12	0.201	0.468	I
8.0	0.1	0.37	0.48	0.1015	0.135	0.243	0.5135	M
7.0	0.145	0.375	0.5	0.166	0.1485	0.274	0.6215	M
7.0	0.11	0.38	0.5	0.09	0.1325	0.218	0.494	I
7.0	0.12	0.385	0.505	0.142	0.185	0.239	0.6005	I
9.0	0.12	0.395	0.515	0.1365	0.172	0.285	0.646	M
7.0	0.135	0.415	0.525	0.189	0.202	0.394	0.7945	M
8.0	0.125	0.425	0.525	0.1705	0.195	0.4035	0.812	M
6.0	0.17	0.42	0.53	0.208	0.1505	0.41	0.828	F
6.0	0.14	0.41	0.53	0.1415	0.1835	0.3095	0.681	M
8.0	0.15	0.405	0.53	0.2275	0.215	0.4055	0.889	F
9.0	0.14	0.435	0.54	0.1595	0.213	0.33	0.7345	M
8.0	0.125	0.425	0.55	0.159	0.215	0.5475	0.964	F
7.0	0.14	0.425	0.555	0.224	0.24	0.44	0.963	F
9.0	0.15	0.445	0.57	0.185	0.2505	0.504	0.995	F
8.0	0.14	0.435	0.57	0.196	0.2295	0.3905	0.8585	F
7.0	0.155	0.45	0.575	0.206	0.259	0.429	0.948	M
8.0	0.145	0.445	0.58	0.1815	0.2425	0.41	0.888	F
8.0	0.16	0.45	0.585	0.2215	0.2335	0.405	0.9045	F
7.0	0.14	0.465	0.59	0.263	0.263	0.4695	1.046	M
9.0	0.155	0.47	0.595	0.269	0.31	0.542	1.1775	F
9.0	0.15	0.465	0.595	0.22	0.287	0.491	1.0765	F
11.0	0.15	0.465	0.595	0.2745	0.289	0.412	1.0255	F
8.0	0.145	0.46	0.6	0.2245	0.248	0.3985	0.9325	F
8.0	0.15	0.46	0.6	0.274	0.29	0.6025	1.235	F
9.0	0.15	0.46	0.6	0.2735	0.29	0.5335	1.247	M
8.0	0.15	0.48	0.61	0.274	0.264	0.564	1.1495	M
10.0	0.16	0.485	0.615	0.2495	0.315	0.5005	1.1575	F
10.0	0.165	0.5	0.615	0.3015	0.355	0.6	1.327	F
8.0	0.155	0.47	0.615	0.32	0.292	0.5085	1.2	M
9.0	0.175	0.51	0.62	0.323	0.3225	0.5415	1.2705	F
10.0	0.175	0.485	0.62	0.253	0.345	0.545	1.2155	F
9.0	0.16	0.475	0.62	0.233	0.3275	0.6865	1.3245	F
10.0	0.17	0.48	0.625	0.268	0.3385	0.671	1.3555	M
9.0	0.165	0.49	0.625	0.2365	0.3185	0.477	1.127	F
8.0	0.175	0.49	0.625	0.2165	0.3595	0.4485	1.1075	F
11.0	0.2	0.495	0.63	0.336	0.38	0.659	1.4255	F
9.0	0.145	0.495	0.63	0.266	0.2885	0.5455	1.147	F
8.0	0.165	0.48	0.63	0.271	0.35	0.604	1.286	M
11.0	0.18	0.495	0.635	0.317	0.37	0.617	1.596	F
11.0	0.195	0.495	0.635	0.2985	0.37	0.556	1.297	F
9.0	0.16	0.49	0.645	0.3345	0.3165	0.5355	1.251	M
12.0	0.175	0.5	0.645	0.3755	0.3775	0.6735	1.5105	M
9.0	0.185	0.5	0.65	0.2955	0.341	0.741	1.4415	F
9.0	0.19	0.52	0.67	0.369	0.391	0.8115	1.6385	M
13.0	0.205	0.545	0.69	0.429	0.498	0.7855	1.933	F
8.0	0.185	0.54	0.69	0.3855	0.4325	0.7725	1.71	M
10.0	0.155	0.55	0.695	0.442	0.4175	0.767	1.8495	F
12.0	0.175	0.525	0.695	0.389	0.505	0.696	1.742	M
13.0	0.205	0.575	0.7	0.3935	0.5165	0.7295	1.7975	F
10.0	0.205	0.56	0.705	0.5005	0.624	0.9915	2.381	F
12.0	0.18	0.585	0.765	0.512	0.5335	1.128	2.398	M
10.0	0.215	0.6	0.77	0.482	0.584	1.0515	2.1945	M
4.0	0.05	0.16	0.22	0.01	0.015	0.0215	0.049	I
5.0	0.07	0.205	0.275	0.019	0.0315	0.495	0.1055	I
5.0	0.06	0.21	0.29	0.022	0.035	0.0415	0.1045	I
6.0	0.075	0.24	0.33	0.033	0.048	0.0745	0.163	I
6.0	0.095	0.285	0.355	0.0475	0.0715	0.0955	0.2275	I
6.0	0.1	0.29	0.375	0.038	0.075	0.0925	0.219	I
8.0	0.1	0.315	0.415	0.0795	0.095	0.1765	0.3645	I
6.0	0.115	0.33	0.425	0.077	0.103	0.1315	0.3265	I
7.0	0.1	0.34	0.425	0.082	0.094	0.1625	0.3515	I
7.0	0.1	0.32	0.43	0.08	0.09	0.1635	0.3465	I
7.0	0.1	0.34	0.44	0.0735	0.103	0.209	0.407	I
7.0	0.115	0.335	0.44	0.0765	0.113	0.173	0.4215	I
7.0	0.11	0.345	0.46	0.058	0.125	0.1525	0.3755	I
6.0	0.12	0.37	0.46	0.108	0.1345	0.2645	0.5335	I
7.0	0.105	0.355	0.465	0.0975	0.1185	0.2085	0.442	I
7.0	0.1	0.365	0.475	0.0875	0.123	0.2025	0.1315	I
7.0	0.115	0.375	0.475	0.119	0.1455	0.233	0.5205	I
8.0	0.13	0.375	0.485	0.112	0.157	0.266	0.5535	I
8.0	0.125	0.375	0.49	0.115	0.13	0.279	0.5445	I
8.0	0.11	0.38	0.49	0.1005	0.15	0.2935	0.554	M
7.0	0.12	0.38	0.495	0.1205	0.136	0.233	0.512	I
8.0	0.125	0.39	0.5	0.132	0.1605	0.294	0.583	I
9.0	0.12	0.38	0.5	0.135	0.145	0.273	0.5765	M
7.0	0.135	0.4	0.505	0.149	0.178	0.377	0.723	M
8.0	0.155	0.395	0.51	0.1085	0.167	0.2465	0.5395	I
8.0	0.15	0.385	0.51	0.119	0.1725	0.3095	0.625	I
9.0	0.125	0.4	0.515	0.1175	0.168	0.265	0.5925	I
9.0	0.135	0.395	0.52	0.1295	0.175	0.2985	0.633	I
9.0	0.14	0.43	0.545	0.17	0.201	0.4355	0.832	F
7.0	0.145	0.42	0.545	0.1545	0.205	0.3745	0.778	M
7.0	0.12	0.42	0.545	0.185	0.17	0.403	0.7865	M
9.0	0.14	0.4	0.545	0.215	0.18	0.368	0.778	F
8.0	0.13	0.42	0.55	0.144	0.1755	0.294	0.636	I
8.0	0.135	0.44	0.55	0.1995	0.185	0.434	0.8435	F
8.0	0.13	0.425	0.555	0.133	0.2105	0.2835	0.648	I
9.0	0.13	0.43	0.565	0.1885	0.213	0.3495	0.784	M
9.0	0.18	0.45	0.57	0.217	0.255	0.4015	0.908	F
9.0	0.135	0.45	0.57	0.204	0.25	0.546	1.02	M
9.0	0.16	0.43	0.57	0.159	0.2285	0.3875	0.811	F
8.0	0.15	0.48	0.575	0.1905	0.248	0.4235	0.897	F
8.0	0.13	0.455	0.58	0.1725	0.225	0.41	0.852	M
7.0	0.15	0.45	0.585	0.203	0.225	0.467	0.938	F
8.0	0.14	0.435	0.585	0.129	0.2245	0.3085	0.6955	F
8.0	0.15	0.47	0.59	0.164	0.249	0.413	0.861	M
9.0	0.14	0.46	0.59	0.2165	0.26	0.496	1.004	M
8.0	0.16	0.46	0.59	0.2615	0.2565	0.445	1.0115	F
8.0	0.15	0.465	0.595	0.166	0.265	0.5415	1.1005	F
9.0	0.165	0.47	0.595	0.2325	0.3345	0.4915	1.108	M
9.0	0.14	0.46	0.595	0.2255	0.227	0.4215	0.852	M
10.0	0.21	0.49	0.6	0.419	0.491	1.005	1.9875	M
10.0	0.15	0.48	0.605	0.2835	0.293	0.4505	1.079	F
9.0	0.17	0.475	0.615	0.246	0.2345	0.543	1.055	F
7.0	0.15	0.45	0.615	0.2095	0.2505	0.707	1.198	M
9.0	0.155	0.47	0.615	0.209	0.246	0.5885	1.084	F
10.0	0.175	0.475	0.615	0.3095	0.2725	0.4635	1.103	M
9.0	0.155	0.49	0.62	0.2475	0.31	0.505	1.1	M
10.0	0.15	0.48	0.62	0.243	0.305	0.4965	1.1015	M
11.0	0.185	0.495	0.625	0.3005	0.345	0.7105	1.3835	M
9.0	0.155	0.49	0.625	0.277	0.3095	0.484	1.115	F
10.0	0.145	0.48	0.625	0.2445	0.327	0.4645	1.085	M
11.0	0.15	0.505	0.63	0.2465	0.37	0.6325	1.3165	M
10.0	0.175	0.51	0.63	0.262	0.375	0.6575	1.3415	M
8.0	0.15	0.465	0.63	0.188	0.176	0.537	1.027	M
9.0	0.16	0.515	0.645	0.311	0.335	0.506	1.1845	M
9.0	0.15	0.48	0.645	0.2595	0.285	0.6055	1.192	M
9.0	0.18	0.52	0.645	0.352	0.317	0.5775	1.285	F
9.0	0.125	0.515	0.65	0.283	0.3275	0.5235	1.1805	M
9.0	0.175	0.52	0.65	0.2775	0.336	0.615	1.2655	M
10.0	0.175	0.535	0.65	0.2765	0.344	0.6095	1.2895	F
9.0	0.155	0.51	0.65	0.298	0.335	0.7215	1.407	M
9.0	0.155	0.49	0.65	0.228	0.3055	0.545	1.122	F
10.0	0.165	0.515	0.66	0.298	0.3755	0.694	1.4465	M
9.0	0.165	0.505	0.665	0.3175	0.36	0.5985	1.349	F
11.0	0.2	0.5	0.67	0.2985	0.351	0.576	1.269	M
13.0	0.18	0.51	0.67	0.2975	0.3935	0.926	1.68	M
13.0	0.19	0.55	0.675	0.3685	0.412	0.7105	1.551	F
11.0	0.165	0.52	0.68	0.279	0.406	0.724	1.4775	M
11.0	0.18	0.53	0.68	0.3115	0.4025	0.7635	1.529	M
10.0	0.175	0.525	0.7	0.3615	0.47	0.8745	1.7585	M
13.0	0.2	0.55	0.7	0.306	0.4405	0.693	1.523	M
11.0	0.19	0.53	0.725	0.398	0.405	0.83	1.7315	F
9.0	0.2	0.55	0.725	0.4265	0.5085	0.8735	1.51	M
11.0	0.175	0.57	0.735	0.387	0.488	0.9095	1.88	M
12.0	0.22	0.575	0.74	0.5265	0.471	0.8915	2.012	F
11.0	0.215	0.555	0.75	0.5235	0.5285	1.0615	2.201	M
3.0	0.03	0.14	0.19	0.005	0.0105	0.0125	0.0315	I
4.0	0.045	0.15	0.21	0.008	0.0105	0.0135	0.04	I
4.0	0.06	0.175	0.25	0.008	0.02	0.0275	0.0635	I
5.0	0.065	0.215	0.29	0.021	0.031	0.0425	0.0985	I
6.0	0.08	0.25	0.335	0.0325	0.0575	0.0675	0.167	I
6.0	0.085	0.245	0.34	0.038	0.053	0.1005	0.2015	I
6.0	0.095	0.255	0.345	0.0385	0.06	0.075	0.183	I
7.0	0.08	0.255	0.355	0.0505	0.058	0.078	0.187	I
5.0	0.08	0.26	0.36	0.0315	0.06	0.074	0.1795	I
7.0	0.09	0.275	0.37	0.0395	0.058	0.096	0.2065	I
8.0	0.14	0.29	0.375	0.0625	0.0825	0.14	0.3	I
7.0	0.095	0.275	0.375	0.0545	0.066	0.095	0.2295	I
7.0	0.125	0.3	0.385	0.0735	0.081	0.1705	0.343	I
8.0	0.085	0.285	0.385	0.0445	0.068	0.1215	0.244	I
8.0	0.1	0.32	0.395	0.0535	0.09	0.149	0.3075	I
7.0	0.1	0.305	0.4	0.0625	0.0865	0.176	0.3415	I
7.0	0.1	0.305	0.405	0.061	0.091	0.0965	0.271	I
8.0	0.11	0.31	0.405	0.2075	0.0995	0.416	0.91	I
7.0	0.1	0.305	0.405	0.053	0.085	0.1145	0.268	I
6.0	0.09	0.3	0.405	0.0635	0.0765	0.138	0.2885	I
8.0	0.1	0.315	0.41	0.0575	0.1	0.124	0.3	I
8.0	0.11	0.325	0.41	0.075	0.101	0.1325	0.326	I
7.0	0.1	0.335	0.415	0.067	0.105	0.169	0.358	I
8.0	0.115	0.325	0.42	0.0635	0.1	0.1295	0.314	I
8.0	0.11	0.315	0.42	0.083	0.1015	0.1855	0.4025	I
7.0	0.11	0.34	0.43	0.0855	0.105	0.159	0.3645	I
9.0	0.11	0.36	0.445	0.0765	0.14	0.182	0.4235	I
8.0	0.115	0.325	0.45	0.0785	0.1155	0.2235	0.4305	M
7.0	0.095	0.335	0.45	0.0625	0.1185	0.1615	0.3505	I
8.0	0.115	0.34	0.455	0.0655	0.1315	0.261	0.486	I
8.0	0.1	0.35	0.46	0.077	0.123	0.252	0.471	I
8.0	0.105	0.345	0.46	0.087	0.11	0.187	0.415	I
7.0	0.115	0.355	0.475	0.088	0.1325	0.279	0.5195	I
11.0	0.12	0.375	0.48	0.128	0.172	0.2535	0.5895	M
8.0	0.125	0.38	0.485	0.118	0.16	0.2215	0.5215	I
8.0	0.14	0.365	0.485	0.0925	0.2305	0.1895	0.4475	I
10.0	0.125	0.365	0.49	0.126	0.1615	0.252	0.5585	I
9.0	0.125	0.385	0.505	0.097	0.21	0.245	0.596	I
9.0	0.135	0.38	0.505	0.095	0.165	0.2645	0.5385	I
8.0	0.145	0.385	0.51	0.14	0.1805	0.3985	0.7665	I
9.0	0.135	0.395	0.515	0.132	0.162	0.2015	0.516	F
7.0	0.14	0.41	0.515	0.137	0.2	0.3065	0.7355	M
8.0	0.11	0.39	0.515	0.098	0.1615	0.2415	0.531	I
8.0	0.13	0.385	0.525	0.125	0.195	0.2355	0.607	I
10.0	0.15	0.415	0.525	0.147	0.199	0.329	0.7055	F
8.0	0.13	0.4	0.525	0.1285	0.2	0.345	0.6445	I
9.0	0.12	0.375	0.525	0.114	0.19	0.3045	0.6315	I
10.0	0.155	0.43	0.535	0.169	0.245	0.3285	0.7845	M
8.0	0.15	0.44	0.545	0.239	0.275	0.366	0.9475	F
10.0	0.145	0.43	0.55	0.152	0.225	0.3025	0.712	I
10.0	0.145	0.425	0.55	0.171	0.236	0.4325	0.89	I
9.0	0.155	0.42	0.55	0.1805	0.205	0.495	0.912	I
10.0	0.135	0.425	0.55	0.17	0.203	0.257	0.656	I
9.0	0.15	0.465	0.55	0.174	0.2435	0.481	0.936	I
11.0	0.145	0.435	0.555	0.1575	0.24	0.262	0.6975	I
8.0	0.175	0.445	0.555	0.244	0.2785	0.551	1.1465	F
10.0	0.14	0.44	0.56	0.139	0.245	0.402	0.825	I
11.0	0.135	0.435	0.56	0.103	0.251	0.329	0.72	I
11.0	0.15	0.43	0.565	0.1685	0.29	0.332	0.8215	I
10.0	0.155	0.445	0.57	0.2025	0.265	0.5265	1.017	F
9.0	0.155	0.435	0.575	0.2325	0.23	0.4115	0.8975	F
10.0	0.175	0.44	0.58	0.2705	0.3265	0.5405	1.2255	M
11.0	0.145	0.465	0.58	0.2155	0.25	0.47	0.9865	F
9.0	0.15	0.425	0.58	0.185	0.2705	0.3645	0.844	F
10.0	0.145	0.46	0.585	0.167	0.295	0.339	0.8465	I
10.0	0.165	0.465	0.585	0.1625	0.274	0.4025	0.885	M
9.0	0.145	0.42	0.585	0.1345	0.22	0.2895	0.6735	I
8.0	0.13	0.455	0.585	0.2065	0.225	0.411	0.8755	F
9.0	0.145	0.47	0.59	0.173	0.254	0.4545	0.9235	M
10.0	0.14	0.475	0.59	0.2025	0.275	0.4625	0.977	M
10.0	0.14	0.475	0.595	0.217	0.278	0.4925	1.0305	M
8.0	0.09	0.48	0.6	0.2685	0.28	0.457	1.05	M
11.0	0.185	0.495	0.6	0.2635	0.367	0.5055	1.1145	M
9.0	0.145	0.45	0.6	0.155	0.24	0.4325	0.877	M
9.0	0.185	0.51	0.6	0.2745	0.315	0.6095	1.285	M
10.0	0.185	0.48	0.61	0.2915	0.29	0.6895	1.3065	M
11.0	0.13	0.45	0.61	0.1715	0.272	0.389	0.8725	F
10.0	0.15	0.46	0.615	0.201	0.2745	0.4935	1.0265	F
9.0	0.14	0.465	0.62	0.2195	0.307	0.6005	1.1605	F
10.0	0.165	0.48	0.62	0.4365	0.324	0.5325	1.0125	F
10.0	0.14	0.5	0.625	0.2165	0.295	0.5445	1.096	M
10.0	0.165	0.49	0.625	0.3105	0.3465	0.5175	1.205	M
12.0	0.175	0.505	0.63	0.252	0.34	0.555	1.221	M
10.0	0.155	0.475	0.63	0.252	0.265	0.452	1.0005	F
12.0	0.15	0.47	0.63	0.2325	0.3115	0.539	1.1355	M
10.0	0.195	0.525	0.63	0.2565	0.465	0.4935	1.3135	M
11.0	0.155	0.505	0.64	0.211	0.346	0.5565	1.1955	M
10.0	0.15	0.485	0.64	0.222	0.3175	0.5195	1.098	M
10.0	0.17	0.495	0.64	0.282	0.285	0.5395	1.139	M
11.0	0.17	0.495	0.64	0.377	0.2875	0.49	1.2265	F
10.0	0.08	0.515	0.64	0.1755	0.175	0.515	1.042	M
9.0	0.155	0.52	0.65	0.288	0.365	0.6185	1.368	M
12.0	0.175	0.51	0.65	0.2705	0.45	0.6485	1.446	M
9.0	0.19	0.505	0.66	0.3375	0.3745	0.6255	1.4045	F
11.0	0.2	0.525	0.66	0.2995	0.422	0.6525	1.463	F
9.0	0.17	0.525	0.675	0.352	0.475	0.8365	1.711	F
13.0	0.205	0.54	0.7	0.373	0.4865	0.7885	1.74	M
9.0	0.205	0.54	0.705	0.417	0.461	0.8265	1.757	F
11.0	0.2	0.565	0.71	0.321	0.45	0.706	1.601	M
10.0	0.205	0.55	0.72	0.525	0.404	1.1055	2.165	M
9.0	0.19	0.57	0.725	0.541	0.52	1.253	2.3305	M
